UserID,total_courses,unique_categories,enrollment_span_days,preferred_category,preferred_level,avg_rating_enrolled,total_spending,avg_spending,diversity_score,Beginner_count,Intermediate_count,Advanced_count,learning_depth_index,Age,Gender,preferred_category_enc,preferred_level_enc,gender_enc,Cluster,Segment,pca_x,pca_y
U0014,5,4,385,Web Developmen,Intermediate,4.037999999999999,361.14,72.228,0.79999999984,1,4,0,0.0,19,Female,7,2,0,3,Curious Explorers,0.7129928056108393,0.14446929084810475
U0015,11,6,593,AI/ML,Beginner,4.293636363636363,875.06,79.55090909090909,0.5454545454049586,5,2,4,0.3636363636033057,41,Male,0,1,1,0,Career Climbers,-2.002167198861742,1.1067920239920845
U0016,10,6,696,AI/ML,Beginner,4.119,358.56,35.856,0.59999999994,5,2,3,0.29999999997,47,Male,0,1,1,0,Career Climbers,-1.1587766629221579,0.643586591504448
U0017,7,5,616,Data Science,Beginner,4.185714285714285,328.84000000000003,46.97714285714286,0.7142857141836735,4,3,0,0.0,19,Male,4,1,1,3,Curious Explorers,-0.11556412567293149,0.19346576317029252
U0018,8,5,503,Cybersecurity,Beginner,4.075,680.94,85.1175,0.624999999921875,4,2,2,0.24999999996875,38,Male,3,1,1,0,Career Climbers,-1.021391329907195,0.6502155253425416
U0019,5,4,291,Cybersecurity,Intermediate,4.502,545.22,109.044,0.79999999984,1,3,1,0.19999999996,50,Male,3,2,1,3,Curious Explorers,-0.5090979908485357,-0.019816014354502778
U0020,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,29,Female,6,3,0,1,Casual Learners,4.541329447371192,1.1332243213765352
U0021,1,1,0,Cybersecurity,Advanced,3.45,0.0,0.0,0.999999999,0,0,1,0.999999999,39,Female,3,0,0,2,Deep Specialists,-0.008813471822204214,-2.10969902520366
U0022,3,2,497,Data Science,Beginner,3.936666666666666,290.04,96.68,0.6666666664444444,2,0,1,0.3333333332222222,42,Female,4,1,0,3,Curious Explorers,0.13702412590539786,-0.673493318802719
U0023,7,4,499,Design,Beginner,4.101428571428571,696.21,99.45857142857145,0.5714285713469388,3,3,1,0.1428571428367347,44,Other,5,1,2,0,Career Climbers,-0.4992444559989786,0.7441993083695596
U0024,5,4,449,Cloud Computing,Advanced,3.702,427.56,85.51199999999999,0.79999999984,0,2,3,0.59999999988,45,Male,2,0,1,2,Deep Specialists,-1.3388118178424182,-0.6738555760563698
U0025,11,6,678,Design,Intermediate,4.066363636363636,879.41,79.94636363636363,0.5454545454049586,1,6,4,0.3636363636033057,33,Male,5,2,1,0,Career Climbers,-0.9884619164831765,1.6921123903384492
U0026,3,3,419,AI/ML,Advanced,3.4033333333333338,243.53,81.17666666666666,0.9999999996666666,1,0,2,0.6666666664444444,32,Female,0,0,0,2,Deep Specialists,-1.1964450658740253,-1.7894933940052056
U0027,5,4,535,AI/ML,Beginner,3.75,545.32,109.064,0.79999999984,2,2,1,0.19999999996,20,Male,0,1,1,3,Curious Explorers,-0.993527960795913,-0.6270558918656035
U0028,1,1,0,Cloud Computing,Beginner,4.82,94.6,94.6,0.999999999,1,0,0,0.0,54,Other,2,1,2,3,Curious Explorers,0.2655216659885098,-1.7723774754103536
U0029,3,3,398,AI/ML,Intermediate,3.793333333333333,269.83,89.94333333333333,0.9999999996666666,0,3,0,0.0,24,Male,0,2,1,3,Curious Explorers,0.11048922354592794,-1.1778454920206887
U0030,11,6,668,Web Developmen,Beginner,4.159090909090909,751.84,68.34909090909092,0.5454545454049586,5,4,2,0.1818181818016528,38,Other,7,1,2,0,Career Climbers,-0.7858069791838544,1.6966975595048504
U0031,8,4,660,Web Developmen,Intermediate,4.14875,310.36,38.795,0.4999999999375,3,4,1,0.124999999984375,26,Male,7,2,1,3,Curious Explorers,0.8168651911958624,0.9533256665383669
U0032,2,2,534,AI/ML,Beginner,3.835,178.85,89.425,0.9999999995,1,1,0,0.0,35,Female,0,1,0,3,Curious Explorers,0.04453283891877302,-1.6129983319299916
U0033,1,1,0,Cybersecurity,Intermediate,4.95,0.0,0.0,0.999999999,0,1,0,0.0,21,Female,3,2,0,3,Curious Explorers,1.4341385437526748,-1.588250704162621
U0034,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,42,Other,6,3,2,1,Casual Learners,4.532627276342312,1.253525854397609
U0035,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,31,Male,6,3,1,1,Casual Learners,4.539990651828288,1.1517322495336235
U0036,11,6,620,AI/ML,Advanced,3.707272727272728,850.2,77.2909090909091,0.5454545454049586,3,4,4,0.3636363636033057,26,Female,0,0,0,0,Career Climbers,-2.165514703699666,0.8464718339595463
U0037,1,1,0,Cybersecurity,Advanced,4.64,0.0,0.0,0.999999999,0,0,1,0.999999999,43,Other,3,0,2,2,Deep Specialists,-0.3529623912687394,-2.264000239458492
U0038,1,1,0,Data Science,Beginner,4.51,155.76,155.76,0.999999999,1,0,0,0.0,19,Female,4,1,0,3,Curious Explorers,0.15908414583199273,-2.0253873308634396
U0039,6,5,321,AI/ML,Beginner,3.731666666666667,512.59,85.43166666666667,0.8333333331944445,3,1,2,0.3333333332777777,37,Female,0,1,0,2,Deep Specialists,-1.244121143504191,-0.307622432736129
U0040,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,45,Female,6,3,0,1,Casual Learners,4.530619083027955,1.2812877466332413
U0041,3,2,282,Web Developmen,Beginner,4.1866666666666665,37.06,12.353333333333332,0.6666666664444444,2,0,1,0.3333333332222222,24,Male,7,1,1,3,Curious Explorers,1.1744613451965098,-0.603135463713539
U0042,2,2,121,AI/ML,Beginner,3.955,126.17,63.085,0.9999999995,2,0,0,0.0,25,Female,0,1,0,3,Curious Explorers,0.2309227413636591,-1.6892796788411375
U0043,3,3,675,Cloud Computing,Advanced,3.82,192.22,64.07333333333334,0.9999999996666666,1,1,1,0.3333333332222222,52,Female,2,0,0,2,Deep Specialists,-0.5779440505008616,-1.3192849538419174
U0044,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,31,Female,6,3,0,1,Casual Learners,4.539990651828288,1.1517322495336235
U0045,10,6,634,Business,Beginner,4.023,633.49,63.349,0.59999999994,5,2,3,0.29999999997,34,Male,1,1,1,0,Career Climbers,-1.4085793104736988,0.8212845856543436
U0046,1,1,0,Business,Beginner,4.07,20.84,20.84,0.999999999,1,0,0,0.0,53,Male,1,1,1,3,Curious Explorers,0.907073639098357,-1.5671226389737563
U0047,18,7,673,AI/ML,Advanced,3.797222222222222,1241.74,68.98555555555555,0.3888888888672839,7,3,8,0.444444444419753,21,Female,0,0,0,0,Career Climbers,-3.0704940800846705,2.234022141774527
U0048,4,4,556,AI/ML,Advanced,4.2925,490.06,122.515,0.99999999975,2,0,2,0.499999999875,19,Female,0,0,0,2,Deep Specialists,-1.9792564555053895,-1.6064767197827527
U0049,9,5,683,Data Science,Beginner,4.338888888888889,722.36,80.26222222222222,0.5555555554938272,5,2,2,0.2222222221975308,23,Male,4,1,1,0,Career Climbers,-0.9586988094836527,0.8349648869425085
U0050,5,3,369,Data Science,Intermediate,4.512,249.08,49.816,0.59999999988,2,3,0,0.0,21,Female,4,2,0,3,Curious Explorers,0.7999900594653704,-0.026684469683095093
U0051,8,4,441,AI/ML,Advanced,3.81375,361.49,45.18625,0.4999999999375,2,3,3,0.374999999953125,46,Male,0,0,1,2,Deep Specialists,-1.0151042206690157,0.1052808913718379
U0052,4,3,115,Cybersecurity,Advanced,3.815,475.41,118.8525,0.7499999998125,0,1,3,0.7499999998125,35,Male,3,0,1,2,Deep Specialists,-1.3830704920802872,-1.0012099063645474
U0053,6,5,486,Data Science,Advanced,3.846666666666666,413.6,68.93333333333334,0.8333333331944445,2,1,3,0.4999999999166666,43,Male,4,0,1,2,Deep Specialists,-1.196771733904367,-0.26716784274747024
U0054,5,4,402,Cybersecurity,Advanced,3.998,585.86,117.172,0.79999999984,1,1,3,0.59999999988,51,Male,3,0,1,2,Deep Specialists,-1.647064551905262,-0.5225993955814511
U0055,5,4,561,Business,Beginner,4.266,89.56,17.912,0.79999999984,3,1,1,0.19999999996,27,Female,1,1,0,3,Curious Explorers,-0.07049679269044715,-0.7301168827376612
U0056,10,5,688,Cybersecurity,Advanced,3.952,753.49,75.349,0.49999999995,3,3,4,0.39999999996,53,Male,3,0,1,0,Career Climbers,-1.5740991125389365,1.03116691958842
U0057,1,1,0,AI/ML,Beginner,4.65,0.0,0.0,0.999999999,1,0,0,0.0,31,Other,0,1,2,3,Curious Explorers,0.79344185318071,-1.8980375139703527
U0058,2,2,461,AI/ML,Beginner,3.185,130.36,65.18,0.9999999995,1,1,0,0.0,48,Other,0,1,2,3,Curious Explorers,0.41944740738412667,-1.355472701968636
U0059,7,4,611,AI/ML,Advanced,3.7914285714285714,535.85,76.55,0.5714285713469388,3,1,3,0.4285714285102041,32,Female,0,0,0,2,Deep Specialists,-1.3897245795420745,-0.180969607596627
U0060,7,4,710,Data Science,Beginner,4.164285714285714,413.69000000000005,59.09857142857144,0.5714285713469388,3,2,2,0.2857142856734694,25,Female,4,1,0,3,Curious Explorers,-0.28688157062019054,0.23603999278376453
U0061,10,5,543,Cybersecurity,Beginner,3.815,888.56,88.856,0.49999999995,5,1,4,0.39999999996,31,Male,3,1,1,0,Career Climbers,-1.3404804965100654,1.1439986739137205
U0062,10,6,630,Data Science,Beginner,4.032,541.75,54.175,0.59999999994,5,2,3,0.29999999997,40,Female,4,1,0,0,Career Climbers,-0.9378084666825682,1.0627428482200971
U0063,25,7,693,Cybersecurity,Advanced,4.0764,2323.86,92.9544,0.2799999999888,6,7,12,0.4799999999808,38,Female,3,0,0,0,Career Climbers,-4.263497492814844,4.474043955917824
U0064,3,3,222,Business,Advanced,4.156666666666667,327.65,109.21666666666664,0.9999999996666666,1,0,2,0.6666666664444444,33,Male,1,0,1,2,Deep Specialists,-1.5492501228270625,-1.8247242136953215
U0065,2,2,656,Cybersecurity,Advanced,4.595,25.21,12.605,0.9999999995,1,0,1,0.49999999975,35,Female,3,0,0,2,Deep Specialists,-0.13601852025837435,-1.8426132297774986
U0066,2,2,177,Data Science,Advanced,3.905,259.31,129.655,0.9999999995,1,0,1,0.49999999975,41,Female,4,0,0,2,Deep Specialists,-0.7790288911911359,-1.7496467611862148
U0067,3,3,232,Cloud Computing,Beginner,3.9333333333333336,374.9,124.96666666666664,0.9999999996666666,2,1,0,0.0,43,Female,2,1,0,3,Curious Explorers,-0.4025967500679807,-1.062447333198586
U0068,8,5,376,Data Science,Beginner,4.17625,693.41,86.67625,0.624999999921875,4,3,1,0.124999999984375,42,Female,4,1,0,0,Career Climbers,-0.8201954734969235,0.8302182432232607
U0069,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,46,Female,6,3,0,1,Casual Learners,4.529949685256502,1.2905417107117856
U0070,9,6,704,Cloud Computing,Advanced,3.81,705.69,78.41000000000001,0.6666666665925925,1,2,6,0.6666666665925925,32,Male,2,0,1,0,Career Climbers,-2.1534622380556514,0.35207179088920404
U0071,3,3,485,AI/ML,Advanced,3.573333333333333,279.39,93.13,0.9999999996666666,1,1,1,0.3333333332222222,18,Female,0,0,0,2,Deep Specialists,-0.973143533311875,-1.7713945701246525
U0072,6,4,711,AI/ML,Advanced,3.896666666666667,812.11,135.35166666666666,0.6666666665555555,1,2,3,0.4999999999166666,42,Female,0,0,0,2,Deep Specialists,-2.114848677025435,-0.30095556504017973
U0073,3,2,513,Design,Advanced,4.08,317.28,105.76,0.6666666664444444,1,0,2,0.6666666664444444,24,Male,5,0,1,2,Deep Specialists,-0.6045289238400041,-1.1565819643866662
U0074,3,3,505,AI/ML,Advanced,4.216666666666666,413.62,137.8733333333333,0.9999999996666666,1,0,2,0.6666666664444444,26,Male,0,0,1,2,Deep Specialists,-1.9323842001630158,-1.9916757616530791
U0075,1,1,0,Design,Beginner,3.13,127.8,127.8,0.999999999,1,0,0,0.0,41,Male,5,1,1,3,Curious Explorers,0.8596974692989301,-1.4478105594829953
U0076,4,4,507,Cybersecurity,Advanced,4.3775,432.06,108.015,0.99999999975,1,1,2,0.499999999875,18,Female,3,0,0,2,Deep Specialists,-1.5180577066332945,-1.3873590801503957
U0077,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,25,Other,6,3,2,1,Casual Learners,4.544007038457002,1.0962084650623587
U0078,1,1,0,Cybersecurity,Beginner,3.51,34.86,34.86,0.999999999,1,0,0,0.0,41,Male,3,1,1,3,Curious Explorers,1.202240452188874,-1.4530687584160005
U0079,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,28,Female,6,3,0,1,Casual Learners,4.541998845142644,1.1239703572979913
U0080,1,1,0,AI/ML,Advanced,4.71,107.03,107.03,0.999999999,0,0,1,0.999999999,34,Male,0,0,1,2,Deep Specialists,-1.494623941314088,-2.8709170514854323
U0081,3,3,548,Cloud Computing,Advanced,3.31,442.12,147.3733333333333,0.9999999996666666,1,0,2,0.6666666664444444,25,Other,2,0,2,2,Deep Specialists,-1.5272990902655499,-1.6888445142658384
U0082,8,6,357,AI/ML,Advanced,4.02125,619.0500000000001,77.38125000000001,0.74999999990625,2,3,3,0.374999999953125,52,Female,0,0,0,0,Career Climbers,-2.051505330194973,0.17303015593260826
U0083,10,6,665,Data Science,Advanced,3.779,585.64,58.564,0.59999999994,3,1,6,0.59999999994,52,Female,4,0,0,0,Career Climbers,-1.6461549107526088,0.8885004924243876
U0084,1,1,0,Web Developmen,Beginner,4.44,0.0,0.0,0.999999999,1,0,0,0.0,50,Male,7,1,1,3,Curious Explorers,1.6429272315438748,-1.0970072581412484
U0085,5,3,371,Cybersecurity,Advanced,4.326,102.99,20.598,0.59999999988,2,1,2,0.39999999992,22,Male,3,0,1,2,Deep Specialists,-0.1499676266354576,-0.7344787948040821
U0086,2,2,25,Business,Beginner,4.22,131.42,65.71,0.9999999995,1,1,0,0.0,45,Male,1,1,1,3,Curious Explorers,0.2347164857694262,-1.4658556770721052
U0087,7,5,623,Cybersecurity,Advanced,4.182857142857143,415.64,59.37714285714286,0.7142857141836735,0,1,6,0.8571428570204082,24,Male,3,0,1,2,Deep Specialists,-1.7099556196819703,-0.45040140580130705
U0088,5,4,264,Cybersecurity,Beginner,3.996,65.41,13.082,0.79999999984,3,0,2,0.39999999992,26,Female,3,1,0,2,Deep Specialists,0.06600298397343986,-0.642956150396057
U0089,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,25,Female,6,3,0,1,Casual Learners,4.544007038457002,1.0962084650623587
U0090,7,6,561,Cybersecurity,Advanced,3.94,669.14,95.59142857142857,0.8571428570204082,3,1,3,0.4285714285102041,29,Other,3,0,2,2,Deep Specialists,-1.8993601888164302,-0.07907966308413651
U0091,3,1,452,Cybersecurity,Advanced,3.4933333333333336,187.92,62.63999999999999,0.3333333332222222,1,0,2,0.6666666664444444,51,Other,3,0,2,2,Deep Specialists,0.12943884728419225,-0.5691331124083597
U0092,3,3,653,AI/ML,Intermediate,4.006666666666667,384.28,128.09333333333333,0.9999999996666666,0,3,0,0.0,50,Female,0,2,0,3,Curious Explorers,-0.3089909111532351,-0.9822379026578053
U0093,2,2,696,Data Science,Advanced,3.495,59.06,29.53,0.9999999995,0,1,1,0.49999999975,40,Female,4,0,0,2,Deep Specialists,0.15325259559946883,-1.5578472880843688
U0094,3,3,434,Cybersecurity,Beginner,4.013333333333333,164.81,54.93666666666667,0.9999999996666666,2,0,1,0.3333333332222222,41,Female,3,1,0,3,Curious Explorers,-0.05346325122579604,-1.1680249466318788
U0095,9,5,574,Cybersecurity,Intermediate,3.866666666666666,474.45,52.71666666666667,0.5555555554938272,3,4,2,0.2222222221975308,54,Female,3,2,0,0,Career Climbers,-0.20291158780171697,1.1413488688736442
U0096,1,1,0,Design,Intermediate,4.05,24.76,24.76,0.999999999,0,1,0,0.0,52,Male,5,2,1,3,Curious Explorers,1.7194225767965525,-1.0475940071535166
U0097,4,3,608,AI/ML,Beginner,3.9925,176.33,44.0825,0.7499999998125,3,0,1,0.2499999999375,39,Male,0,1,1,3,Curious Explorers,-0.1214492787137907,-0.8406018828379789
U0098,2,2,246,Data Science,Intermediate,3.1900000000000004,304.48,152.24,0.9999999995,0,2,0,0.0,44,Male,4,2,1,3,Curious Explorers,0.5475907437410655,-0.9757466980010103
U0099,6,4,477,Data Science,Beginner,3.9,380.63,63.43833333333333,0.6666666665555555,3,3,0,0.0,52,Female,4,1,0,3,Curious Explorers,0.08267177635594866,0.3830834822030987
U0100,1,1,0,Web Developmen,Intermediate,4.64,110.91,110.91,0.999999999,0,1,0,0.0,18,Female,7,2,0,3,Curious Explorers,1.171028263793331,-1.4964933584644773
U0101,5,3,482,Web Developmen,Intermediate,4.023999999999999,529.4399999999999,105.888,0.59999999988,1,3,1,0.19999999996,52,Male,7,2,1,3,Curious Explorers,0.4499614053872319,0.5893072812411916
U0102,5,3,436,Cybersecurity,Beginner,3.75,443.05,88.61,0.59999999988,3,2,0,0.0,54,Female,3,1,0,3,Curious Explorers,0.09650320272320996,0.19171426644155587
U0103,17,6,667,Cybersecurity,Beginner,4.176470588235294,1287.78,75.75176470588235,0.352941176449827,7,6,4,0.235294117633218,31,Female,3,1,0,0,Career Climbers,-2.0362950417234087,2.674891231172253
U0104,3,3,510,Business,Intermediate,3.953333333333333,12.08,4.026666666666666,0.9999999996666666,1,2,0,0.0,20,Male,1,2,1,3,Curious Explorers,0.9494597047050297,-1.1320006691389655
U0105,5,4,569,Design,Advanced,3.826000000000001,391.96,78.392,0.79999999984,1,2,2,0.39999999992,18,Male,5,0,1,2,Deep Specialists,-0.7158406447510418,-0.5964001733614397
U0106,2,2,58,Cloud Computing,Advanced,4.05,230.71,115.355,0.9999999995,1,0,1,0.49999999975,22,Female,2,0,0,2,Deep Specialists,-0.920793829124193,-2.098467033315409
U0107,6,4,555,Cybersecurity,Advanced,4.59,732.6,122.1,0.6666666665555555,2,1,3,0.4999999999166666,43,Female,3,0,0,2,Deep Specialists,-1.8203670472955138,-0.18848673123060614
U0108,4,4,586,Cloud Computing,Advanced,3.7825,142.03,35.5075,0.99999999975,0,2,2,0.499999999875,31,Female,2,0,0,2,Deep Specialists,-0.7643658818976555,-1.3130893327937074
U0109,6,5,485,Web Developmen,Intermediate,3.768333333333333,813.53,135.58833333333334,0.8333333331944445,1,3,2,0.3333333332777777,44,Female,7,2,0,0,Career Climbers,-0.6502901152245211,0.6866147843563656
U0110,7,4,724,AI/ML,Intermediate,3.9257142857142857,735.44,105.06285714285715,0.5714285713469388,2,3,2,0.2857142856734694,26,Female,0,2,0,0,Career Climbers,-0.8596801610312871,0.32646867830510506
U0111,12,7,579,AI/ML,Beginner,3.983333333333333,968.67,80.72250000000001,0.5833333332847223,6,1,5,0.4166666666319444,32,Female,0,1,0,0,Career Climbers,-2.3292563122920837,1.3166469347809253
U0112,5,5,384,Cloud Computing,Beginner,3.848,381.76,76.352,0.9999999998,3,1,1,0.19999999996,32,Female,2,1,0,3,Curious Explorers,-0.7873000451514602,-0.6052272925717407
U0113,15,7,625,AI/ML,Advanced,3.862,958.51,63.900666666666666,0.4666666666355555,5,5,5,0.3333333333111111,43,Female,0,0,0,0,Career Climbers,-2.57971927567985,1.799260622116982
U0114,4,3,313,AI/ML,Advanced,3.3525,89.76,22.44,0.7499999998125,1,0,3,0.7499999998125,30,Male,0,0,1,2,Deep Specialists,-0.6516431262438991,-1.3026551252956071
U0115,5,3,603,Data Science,Advanced,3.618,468.58,93.716,0.59999999988,2,1,2,0.39999999992,49,Male,4,0,1,2,Deep Specialists,-0.6213639228580813,-0.1504409705947386
U0116,1,1,0,Business,Advanced,3.06,0.0,0.0,0.999999999,0,0,1,0.999999999,49,Male,1,0,1,2,Deep Specialists,-0.13272361801129193,-2.123442575408511
U0117,26,7,623,AI/ML,Advanced,3.9588461538461535,1917.63,73.755,0.2692307692204142,9,6,11,0.4230769230606508,21,Female,0,0,0,0,Career Climbers,-4.104156339284877,3.8544557845694265
U0118,1,1,0,Data Science,Beginner,3.26,140.09,140.09,0.999999999,1,0,0,0.0,47,Female,4,1,0,3,Curious Explorers,0.6137995989948128,-1.527407882185368
U0119,2,2,365,Data Science,Beginner,4.43,181.48,90.74,0.9999999995,1,1,0,0.0,54,Female,4,1,0,3,Curious Explorers,0.30864225549836793,-1.1966389018664505
U0120,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,40,Male,6,3,1,1,Casual Learners,4.533966071885216,1.2350179262405208
U0121,5,3,637,Cybersecurity,Beginner,3.922,500.57,100.114,0.59999999988,3,2,0,0.0,32,Male,3,1,1,3,Curious Explorers,-0.059438048041390905,-0.01814947989632973
U0122,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,46,Male,6,3,1,1,Casual Learners,4.529949685256502,1.2905417107117856
U0123,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,53,Male,6,3,1,1,Casual Learners,4.525263900856336,1.3553194592615947
U0124,1,1,0,Web Developmen,Intermediate,4.55,143.36,143.36,0.999999999,0,1,0,0.0,30,Female,7,2,0,3,Curious Explorers,0.9511507494415734,-1.4494717699238617
U0125,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,49,Male,6,3,1,1,Casual Learners,4.527941491942146,1.318303602947418
U0126,4,3,263,Design,Advanced,3.7,168.54000000000002,42.135000000000005,0.7499999998125,2,0,2,0.499999999875,24,Male,5,0,1,2,Deep Specialists,-0.08922024822560667,-0.8422978068656342
U0127,5,4,438,Web Developmen,Advanced,4.48,423.42,84.684,0.79999999984,1,2,2,0.39999999992,39,Female,7,0,0,2,Deep Specialists,-0.7547874857780696,-0.32653578599289634
U0128,5,4,618,Design,Intermediate,4.032,268.43,53.686,0.79999999984,2,3,0,0.0,45,Male,5,2,1,3,Curious Explorers,0.6637131340147523,0.1825996501630543
U0129,1,1,0,Web Developmen,Advanced,4.2,56.72,56.72,0.999999999,0,0,1,0.999999999,19,Female,7,0,0,2,Deep Specialists,-0.16781330658345286,-2.214592368077969
U0130,8,5,408,Cybersecurity,Advanced,3.69875,1039.38,129.9225,0.624999999921875,1,2,5,0.624999999921875,23,Female,3,0,0,0,Career Climbers,-2.2762016463064656,0.401165107726923
U0131,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,45,Male,6,3,1,1,Casual Learners,4.530619083027955,1.2812877466332413
U0132,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,45,Female,6,3,0,1,Casual Learners,4.530619083027955,1.2812877466332413
U0133,23,6,644,AI/ML,Intermediate,3.844782608695653,1647.71,71.63956521739131,0.2608695652060491,8,9,6,0.2608695652060491,37,Female,0,2,0,0,Career Climbers,-2.528842633616728,3.8133706282293907
U0134,3,3,655,Business,Beginner,3.6,117.41,39.13666666666666,0.9999999996666666,2,0,1,0.3333333332222222,47,Female,1,1,0,3,Curious Explorers,-0.026831682553071345,-1.210602519852953
U0135,2,2,297,AI/ML,Advanced,4.015,31.25,15.625,0.9999999995,0,0,2,0.9999999995,28,Male,0,0,1,2,Deep Specialists,-0.8874096533446532,-2.339201468078967
U0136,1,1,0,Cloud Computing,Advanced,4.68,24.63,24.63,0.999999999,0,0,1,0.999999999,45,Female,2,0,0,2,Deep Specialists,-0.6607377410642438,-2.3959940595592464
U0137,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,42,Female,6,3,0,1,Casual Learners,4.532627276342312,1.253525854397609
U0138,4,4,501,AI/ML,Intermediate,4.1125,295.41,73.85249999999999,0.99999999975,0,3,1,0.2499999999375,50,Male,0,2,1,3,Curious Explorers,-0.444456256193091,-0.8011361833009496
U0139,1,1,0,Cybersecurity,Advanced,4.77,74.57,74.57,0.999999999,0,0,1,0.999999999,18,Male,3,0,1,2,Deep Specialists,-0.9196966630580483,-2.696631571992832
U0140,0,0,0,Unknown,Unknown,0.0,0.0,0.0,0.0,0,0,0,0.0,44,Other,6,3,2,1,Casual Learners,4.531288480799407,1.2720337825546972
U0141,2,2,171,Cloud Computing,Intermediate,4.275,195.93,97.965,0.9999999995,0,2,0,0.0,30,Female,2,2,0,3,Curious Explorers,0.4577203744716815,-1.3754677963167101
U0142,11,6,646,Cybersecurity,Beginner,3.896363636363637,886.88,80.62545454545455,0.5454545454049586,6,1,4,0.3636363636033057,20,Male,3,1,1,0,Career Climbers,-1.546944829544964,1.2386947485012616
U0143,8,4,706,Design,Intermediate,3.83375,859.24,107.405,0.4999999999375,2,4,2,0.24999999996875,23,Female,5,2,0,0,Career Climbers,-0.34768680964999515,1.087922042379569
